屏开 晴日 春风 绿苔	崖悬百尺古|面削一屏开|晴日流丹草|春风长绿苔
山林 缁尘 桃李 态	不作桃李态|山林别是春|但令心似铁|何虑惹缁尘
宝剑 青青 水中 新叶	青青水中蒲|新叶净如拭|元是宝剑精|森然此留迹
天光 晚风 清兴 松涛	松涛度晚风|泉窦流闲月|移榻对天光|不知清兴发
扫 片片 春光 香透	香透坚冰出|开时及一阳|沾苔君莫扫|片片是春光
逸兴 野花 好山 将	乐道有真侣|好山无俗交|野花将逸兴|不觉到岩坳
扬州 吹箫 闻说 迷楼	闻说到扬州|吹箫有旧游|人来多不见|莫是上迷楼
诗成 壶觞 麒麟 图画	诗成啸诺馀|谋出壶觞暇|却整进贤冠|麒麟要图画
阴 晴云 伤心 淑气	淑气已著物|晴云时弄阴|陇梅坡麦外|别自有伤心
雨馀 高梧 西林 修篁	高梧冒岚密|修篁依石疏|忆在西林院|闲窗凉雨馀
离情 归思 湘江 纷纷	关海连宵雨|湘江万里云|离情与归思|春絮正纷纷
稻熟 客意 噪 吐	园葵吐高红|庭蝉噪深绿|客意忽惊时|故乡新稻熟
松 朝朝 岁岁 水满	朝朝一味豆|岁岁两株松|水满亭前镜|宁知鬓似松
刘项 儒 愚 籍	焚馀宁有籍|坑后更无儒|不解愚刘项|翻令二世愚
冰雪 想 深 病渴	六月想冰雪|此泉清且深|相如方病渴|植杖故来寻
君子 长啸 柴门 湖水	湖水春来绿|山云忧亦繁|如何隐君子|长啸掩柴门
群 梅开 金衣 迎风	梅开群玉府|柳试缕金衣|过腊山逾瘦|迎风水渐肥
未觉 流水 终日 桃花	两涧何年合|一桥终日闲|桃花逐流水|未觉是人间
寻 绿 春水 花柳	南瞻复北顾|春水绿漫漫|此地寻花柳|全胜别处看
悠悠 怅望 月华 寸心	露冷月华白|悠悠方寸心|夫君渺何许|怅望碧云深
倾 禅心 群峰 月华	特立群峰表|危然势不倾|禅心清似洗|坐看月华明
光阴 儿女 小 看	甚惜光阴去|其如耄老何|丁宁小儿女|不必看乡傩
晓雾 萧条 数家 岚光	晓雾轻绡捲|岚光抹黛新|萧条数家聚|三两趁墟人
遥知 青霭 际 远林	之子去何之|愚公谷正愚|遥知远林际|青霭入看无
瑶池 微风 淡月 阴	淡月瑶池夜|微风泰华阴|翠翻擎雨盖|玉冷坠波簪
觅 续 微微 谷	十旬九不餐|气息微微续|岂必觅仙方|即此堪避谷
渺渺 古道 空林 行人	空林寒日薄|古道行人稀|渺渺烟光外|惟馀倦翼归
山空 壮心 弄 横笛	横笛人何在|山空花自开|不妨听晚弄|声与壮心来
新 老 守 问讯	问讯班春守|牢辞馈岁人|翁年十分老|时事一番新
东朝 喜 农事 天颜	今日天颜喜|东朝内宴开|外边农事动|诏遣教坊回
字 滞 天涯 欲寄	欲寄成何字|天涯滞尺缣|相思与相见|语默一时兼
鹊喜 暖 觚棱 闻	木德新回律|琼壶暖不冰|举头闻鹊喜|翔舞下觚棱
文书 衰病 长日 素餐	太平幸无事|长日文书静|素餐诚所愧|聊足慰衰病
坎离 还 龙虎 性情	肝肺非龙虎|心肾岂坎离|性情还混合|乌兔自交持
吹箫 秦台 明月 青云	家有秦台女|青云路不遥|但愁明月夜|天上唤吹箫
梅花 京华 江 野服	缟素制野服|误染京华尘|旧业在何处|梅花江上春
遥知 大官 解颐 齐眉	常日每齐眉|今朝共解颐|遥知大官膳|应与众雏嬉
青青 梅子 流莺 花朝	花朝花已尽|祗有绛桃肥|梅子青青好|流莺打不飞
惊风 绣帏 满园 罗扇	怯露依芳蕙|惊风入绣帏|莫将罗扇扑|更待满园飞
萧瑟 长风 碧空 绝壁	绝壁藏深坞|仙台俯碧空|数篁一萧瑟|我欲御长风
绝胜 满树 齐 知我	累累生满树|知我老而饕|绝胜齐三士|轻生为二桃
入内 药 焦 将	贴疮须用药|艾炙且令焦|乾姜将入内|根出始方消
天地 静中 乐 字	山为仁者乐|况复字为仁|坐与兹山对|静中天地春
秋水 绿杨 明月 人家	静夜往来绝|垂虹跨秋水|两岸绿杨中|人家明月里
东邻 陋巷 西邻 乾坤	东邻夜牙筹|西邻晨伊凉|孰知陋巷士|乾坤书一床
买田 明主 归耕 愧	出仕虽无补|归耕宁买田|聊将报明主|庶不愧前贤
我谓 远 人言 遗	曾恨固无遗|谢兴亦不浅|人言介庵介|我谓远斋远
沧江 水深 日夜 木兰	杜若满中洲|沧江日夜流|水深愁不渡|思杀木兰舟
日 文章 去家 长	文章日自负|去家死路傍|高视见霸王|感子故意长
名山 宇宙 历历 云水	名山遍宇宙|历历纪舆图|安得身云水|孤筇自给扶
吟 拥鼻 声 晓窗	此君腰不折|玉立有馀清|晓窗拥鼻吟|听渠落冰声
绝学 多 足 捐书	雄也营身足|聃兮误汝多|捐书知圣已|绝学奈禽何
花开 泪满 凄凉 春风	托根游宴地|寒树亦花开|独在凄凉处|春风泪满腮
山河 露滴 明月 空翠	天开虚白寒|露滴空翠冷|谁持明月光|鉴此山河影
白云 将军 客船 瘦	橹慢生轻浪|帆虚带白云|客船虽狭小|容得瘦将军
银台 蓬莱 西山 回首	西山四百寺|寺寺金银台|莫言去天远|回首见蓬莱
莲花 湖中 岁华 采	不信湖中好|侬身别有家|翻愁岁华尽|不敢采莲花
仙 蕊宫 银灯 薏苡	叶如薏苡长|花比金灯白|一簇蕊宫仙|银灯臧与获
君子 翡翠 琅玕 种树	种树必琅玕|养禽须翡翠|君子结交心|兢兢畏非类
花 忆昔 光华 东坡	忆昔东坡老|曾吟陌上花|我今归故里|卉木正光华
胸中 守 言 鹤	渌净堂前鹤|孤栖守竹轩|胸中无限事|恨汝不能言
兰芽 理 蕙草 叶	蕙草叶虽短|一茎开数花|感郎爱蕙草|不复理兰芽
主人 澹澹 苍翠 疏疏	澹澹复疏疏|宜风更宜雨|主人卧碧茵|饱餐苍翠乳
衣裾 黄羊 野马 食	壮者食肥美|老者食其馀|黄羊与野马|毛血腥衣裾
潭潭 醉客 齿颊 惊回	潭潭百尺井|汲引鸣飞澜|惊回午醉客|一漱齿颊寒
主人 黄金 长安 洛阳	洛阳无大宅|长安乏主人|黄金销未尽|祗为酒家贫
林下 独抱 炎天 赤日	独抱岁寒心|不知时有四|赤日行炎天|林下自秋至
薰风 团团 辗转 合欢	团团合欢扇|摇动生薰风|辗转罗帏里|时复障颜容
人中 黄卷 白发 天竺	天竺黄卷在|人中白发侵|客至独扫榻|自然同此心
江风 北 杯中 江南	不问江南北|江风任往还|杯中是何物|青峭皖公山
寂寥 玉人 东阁 怅望	东阁欢娱地|朝来遽寂寥|贤关一步近|怅望玉人遥
白云 君家 飞鸟 小径	飞鸟落藤花|林幽小径斜|白云深解意|相与到君家
秋风 离别 江路 遥	秋风一何寒|江路一何遥|良人远离别|遇风如蓬飘
月旦 竖子 吾土 歌谣	吾土本清嘉|月旦近嚣嚣|贩夫弄文墨|竖子赓歌谣
登高 秋光 桓桓 朝露	野迥秋光满|径微朝露寒|登高与行远|馀力尚桓桓
露下 庭除 秋色 花影	步月下庭除|萤飞花影侧|露下不知寒|鸣蛩动秋色
杳 客 云 清兴	千叠砚坳云|岩崖杳莫分|图馀清兴在|又为客书裙
官仪 青春 银鞍 罗绮	银鞍宝校新|罗绮耀青春|曾识官仪旧|羞看马上人
月斜 寒影 花发 风霜	病见岩花发|风霜一岁残|月斜寒影动|清比玉堪餐
稀 露 光浮 佳色	佳色光浮额|微香露著衣|枝条还更好|花品世间稀
海门 城郭 江风 遥遥	未出海门国|遥遥见城郭|江风四月寒|衲衣尚嫌薄
朱户 昼长 艾虎 玉墀	艾虎垂朱户|槐龙舞玉墀|昼长无一事|祗诵二南诗
皤 损 心血 鬓毛	决绝复决绝|不决当奈何|愁令心血损|望使鬓毛皤
山光 南北 溪声 草色	溪声滩外急|草色两中深|客意自南北|山光无古今
入林 繁花 疏影 驴背	疏影横驴背|繁花照练裳|如何入林久|反觉不闻香
官府 穷年 布谷 田	驾犁岂知耕|布谷不入田|大农坐官府|百吏饱穷年
帝京 挟策 屋漏 长途	送尔今出门|挟策游帝京|长途慎初步|屋漏通明庭
安稳 乡县 辛苦 浣纱	浣纱寂不好|辛苦触战箭|东施无丽质|安稳嫁乡县
松桂 秋树 暖 青枝	秋树却逢暖|未凋能几时|何须尚松桂|摇动暂青枝
山水 峨眉 美 锦水	嘉州山水地|二蜀最为美|翠岭叠峨眉|长澜涌锦水
天地 俯仰 游丝 天风	人生天地间|俯仰无百年|天风吹游丝|随处成挂牵
吏部 青山 池 习家	何限青山色|当君对案时|肯同山吏部|长醉习家池
垂老 鸿鹄 成败 留侯	留侯决成败|面折愧周昌|垂老召商叟|鸿鹄自高翔
号 楚人 风 雌雄	大块号万窍|强名之曰风|楚人无意义|乱说有雌雄
归去 夕阳 净 秋气	湖添秋气净|鸟伴夕阳沉|呜咽城笳起|犹忘归去心
入 温 翠 光风	何处春来早|光风入九门|未翻池荇翠|先著壁椒温
灯火 年光 流水 南枝	山郭灯火稀|峡天星汉少|年光东流水|生计南枝鸟
玉 敢惮 霏霏 鄙吝	霏霏玉麈谈|鄙吝堪澡雪|每见辄有闻|敢惮频磬折
胭脂 秋光 寒露 玉环	玉环施艳妆|卯酒睡未寤|秋光如妒妍|胭脂染寒露
静 传 阴符 参	执契静三边|阴符秘莫宣|君能参活句|尽属圯桥传
雪 寒 花欲 凌	莫道寒偏妒|多因花欲凌|一自同于雪|方知雪不胜
风尘 岁月 人去 书	岁月随人去|风尘可自如|偶然流泪处|翻著旧时书
怨 黄花 淮海 秋风	淮海逢重九|尊醪幸不空|黄花偏有色|宁敢怨秋风
隔年 老人 他乡 惜别	共是他乡客|从游又隔年|老人偏惜别|把臂一茫然
残梦 孤棹 月满 波平	潮长波平岸|乌啼月满街|一声孤棹响|残梦落清淮
还缘 成 黄 肺中	偏次黄虽少|还缘积热成|尝闻连五脏|根向肺中生
乾坤 深省 怀古 平芜	乾坤几反覆|乘凌惜俄顷|怀古视平芜|令人发深省
烨烨 朱颜 朝霞 秋水	芬馥满湖田|烨烨朝霞绮|朱颜笑倚风|分影与秋水
扬州 紫芝 赤壁 松阴	赤壁已无人|扬州在何处|闲唱紫芝歌|步入松阴去
衣裳 夜寒 秋云 漠漠	漠漠秋云起|稍稍夜寒生|但觉衣裳湿|无点亦无声
白云 天南 东北 慈母	天南东北望|慈母隔江𣸣|今日云洲上|相看祗白云
黄花 山空 木落 水涨	溪鸣知水涨|木落觉山空|野鹿闲相过|黄花食一丛
含烟 雨露 天花 织锦	裁笺云织锦|贮墨笔含烟|两眼天花落|九重雨露鲜
君看 凝尘 经月 谁谓	谁谓花庵小|才容三两人|君看宾席上|经月有凝尘
东风 花色 新年 旧宅	红酒桃花色|东风吹更鲜|将情来旧宅|送喜入新年
煌煌 沧溟 水 精	煌煌太阳精|浴以沧溟水|光润无纤滓|畏爱从此始
惜 墙阴 物我 灯影	灯影看须黑|墙阴惜草青|岁阑悲物我|同是冒霜萤
青天 隔林 白云 幽鸟	久坐大石上|青天行白云|野意道不得|幽鸟隔林闻
花发 赤子 鲛人 春归	花发鲛人泣|春归赤子还|三珠原有树|疑是海中山
倚栏 汉水 江云 青青	汉水连天阔|江云护晓寒|青青山数点|最好倚栏看
梦 御沟 蓝桥 叶	前时楚襄梦|今夕伶玄妾|琼断蓝桥浆|红流御沟叶
悬 疾 出没 山色	当头一镜悬|出没两轮疾|为借山色来|不作寻常日
半掩 寥寥 韦编 横陈	竹几横陈处|韦编半掩时|寥寥三古意|此地有深期
黄花 头白 吾乡 绿酒	黄花开未了|绿酒骧来新|头白能欢聚|吾乡有几人
边 杨柳 梧桐 谁言	月到梧桐上|风来杨柳边|院深人复静|此景共谁言
看花 惜春 去年 逢春	畏老身全老|逢春解惜春|今年看花伴|已少去年人
草草 出 谁知 壶中	跳入无人见|谁知有路通|长房非黠者|草草出壶中
秋声 落叶 萧萧 天籁	雁回应蛩吟|萧萧落叶暮|谁知天籁鸣|尽是秋声赋
采薇 玉尘 大 试问	玉尘固清俸|也莫大餐多|试问采薇子|而今还在么
河汉 微茫 明月 天明	明月化为水|微茫入太清|坐随河汉落|一啸至天明
流水 深林 知音 兰芷	援琴鼓流水|弦绝无知音|为语逐臭夫|兰芷生深林
扶杖 匆匆 明年 柴门	思与春为别|匆匆置一樽|明年尚强健|扶杖候柴门
微茫 远水 言 飞雨	远水去微茫|近峰互明晦|偶与农夫言|飞雨霭而至
写 欢喜 濡毫 新句	刺齿搜新句|濡毫写短笺|读来疏脱少|欢喜不成眠
渺渺 天涯 难逢 乘槎	渺渺望天涯|清涟浸赤霞|难逢星汉使|乌鹊日乘槎
果 初 倾盖 谁言	献笑果不情|貌亲初不爱|谁言百年交|投分一倾盖
高 河汉 经年 夜静	夜静河汉高|独坐庭前月|忽起故园思|动作经年别
粼粼 浮萍 春风 溪畔	爱此春风吹|持竿坐溪畔|粼粼瀼西水|浮萍聚复散
送君 风雨 杜宇 归去	一春风雨过|杜宇讵宜闻|况复春归去|河梁一送君
翩跹 烟云 人天 秋气	秋气变人天|烟云胜昨年|能教肌骨换|人似鹤翩跹
中堂 细看 庭中 檐外	舞雪流中堂|挥袖拂不去|细看檐外花|半著庭中树
舞 客愁 花落 莺声	花落千回舞|莺声百啭歌|还同异方乐|不奈客愁多
移家 小筑 春雨 田家	移家杨柳湾|小筑田家坞|一宵春雨晴|满地菜花吐
满眼 归路 云峰 隐沦	悔别故山远|愁行归路迟|云峰杂满眼|不当隐沦时
松 历历 远山 系马	斩却坟前松|远山青历历|毋令后世人|系马长太息
诗 岭南 穷 唤作	格力穷方进|功夫老始知|尽教人贬驳|唤作岭南诗
主人 梦寐 崔嵬 南山	梦寐南山久|今朝始一来|主人虽不在|亦许步崔嵬
白 病 帝子 秦	战掉病三日|汤熨乃能起|譬如秦武阳|震慑白帝子
城南 好花 看花 春风	城南好花树|不作看花行|恰好人来日|春风不放晴
夕阳 禾黍 深巷 田园	新霁田园处|夕阳禾黍明|沙村平见水|深巷有鸥声
草檄 半夜 雪浪 楼船	半夜黄天荡|楼船雪浪中|当年草檄客|今日负樵翁
德 碧玉 色 冰壶	碧玉徒强名|冰壶难比德|唯当寂照心|可并奫沦色
风吹 入门 云雨 清凉	风吹云雨霁|入门松桧香|何处有烦暑|心官自清凉
青冥 白云 西风 冉冉	西风吹白云|冉冉来江浒|急鸟入青冥|忽作千家雨
融融 爽气 清风 丝桐	爽气在襟袖|清风拂丝桐|悠然适天趣|宴坐心融融
家家 阳秋 登高 节	重九登高节|阳秋禀气和|家家欢会日|祺寿所宜多
大江 亭亭 祠 行人	小孤有神祠|亭亭大江中|行人俱赛祭|那得往来风
去年 喜 雪鬓 转	冰衔常恁么|雪鬓转皤然|一事差堪喜|诗多似去年
洛水 幽怀 节物 柳	洛水寒可涉|长汀柳飞叶|节物先无期|自与幽怀惬
散 卧龙 钟 洗	斋馀散禅虑|悦静不闻钟|持钵临流洗|有时惊卧龙
古 道边 塞 安西	行到泾州塞|唯闻羌戍鼙|道边古双堠|犹记向安西
借问 桃源 婆娑 狼籍	婆娑盘石大|狼籍野云多|借问山中客|桃源路几何
白云 虚堂 消息 莺啼	白云隔尘喧|虚堂太岑寂|寒尽春自来|莺啼报消息
林泉 风月 人言 小园	风月同幽谷|林泉共小园|只宜招士隐|不足为人言
羲皇 酒中 桃源 窗下	窗下羲皇人|酒中桃源路|客非伶与潜|我醉卿且去
清香 夕阳 箫鼓 梅开	一树梅开早|清香袭客衣|夕阳箫鼓散|半是折残枝
角声 长夜 风清 未解	衣沾山翠湿|笛韵野风清|未解歌长夜|空闻扣角声
别离 团栾 归舟 寄书	路长寄书少|水涸归舟迟|渔子团栾乐|焉知人别离
新作 堂 亲戚 发	赵记发旧观|俞孙新作堂|是岂无他人|亲戚意差长
玉女 鼎湖 黄金 黄帝	黄帝上天时|鼎湖元在兹|七十二玉女|化作黄金芝
主人 风涛 解 池亭	藻绘宁相解|池亭讵所遭|主人休狎玩|倏忽是风涛
孤峰 远树 渔矶 钓竿	远树碧阴合|孤峰秋霭微|钓竿闲不那|溪畔有渔矶
东家 论 花 实	未摘霜前实|先看雨后花|名应出西海|颜岂论东家
浩荡 柳枝 濯濯 春风	濯濯柳枝齐|黄莺飞复栖|春风正浩荡|为君尽意啼
鸳鸯 双双 东西 湖水	东西两湖水|相并比鸳鸯|湖里鸳鸯鸟|双双锦翼长
我爱 地轴 西岩 天狼	我爱西岩好|岩中动八荒|五丁翻地轴|一矢射天狼
水落 野云 古木 天籁	断崖泉水落|古木野云平|独坐不知久|忽闻天籁鸣
云 白云 心 合	夕卧白云合|朝起白云开|惟有心长在|不随云去来
青蝇 附骥 诗 唱	岑辅何为者|当年唱不应|名随诗石在|附骥两青蝇
苍苔 滴滴 晓风 桃花	桃花元有泪|不必雨啼红|滴滴苍苔上|吹乾恨晓风
竹窗 西风 鲛人 驿骑	银瓮悬紫驼|驿骑晓来急|西风吹竹窗|一夜鲛人泣
暮云 未收 鹧鸪 湘江	嶰谷风初静|湘江雨未收|鹧鸪啼绝处|声断暮云愁
刺史 贤 未论 独惭	未论通家好|先闻刺史贤|独惭二百使|空赋五言还
久客 征尘 逢 他乡	久客逢馀闰|他乡别故人|自然堪下泪|谁忍望征尘
买舟 面 效 迟	买舟不论价|但愿舟不迟|归时与郎面|不致效秋时
新 初收 息 天意	内苑属嘉辰|初收百药新|预知氛疠息|天意在生民
西风 行云 夜半 急雨	打荷看急雨|吞月任行云|夜半蚊雷起|西风为解纷
畏 功 安敢 风波	弼汉功非浅|谗夫可奈何|海神今亦畏|安敢布风波
华严 夕阳 林薄 焚香	焚香延衲僧|偏袒坐林薄|相对谈华严|西岩夕阳落
芙蓉 翠 云 绝壁	前浮芙蓉翠|后泛石耳云|君欲竟幽讨|绝壁更一扪
岭云 离群 秋月 凤城	几日辞边渚|何时度岭云|凤城秋月夜|一半为离群
东郊 天下 罢 转	东郊迎气罢|暖信入严宸|暂遣星杓转|令知天下春
尘迹 谢 烟霞 乱山	素有烟霞疾|开图见乱山|何当谢尘迹|缚屋住云间
青原 风雨 松竹 香灯	松竹青原刹|香灯七祖签|穷通非所问|风雨暂成淹
长年 春风 子孙 仙翁	春风鉴池水|长年弄清晖|仙翁晚归来|子孙笑牵衣
客 摇落 悲秋 片云	摇落悲秋客|随风亦上台|如何千乘出|只为片云来
天心 楚客 洞庭 荆门	楚客望不返|行坐楚天心|荆门未可涉|洞庭波正深
白云 外事 终日 麋鹿	麋鹿自成群|何人到白云|山中无外事|终日醉醺醺
梅树 天南 霜雪 花事	天南霜雪少|花事总无穷|秋发多梅树|春开是菊丛
含羞 车马 负米 羡	乞墦何足羡|负米可忘艰|莫为无车马|含羞入剑关
飞阁 半入 云中 缥缈	何年驾飞阁|缥缈凌天风|朝来五千丈|半入江云中
着 眼看 惊心 凭君	惊心已云异|尝粪不妨难|庾令何为者|凭君着眼看
京洛 风尘 眼 里	京洛风尘里|相逢眼尽青|故人多密近|谁诵四隅铭
丹心 苦 浩气 我独	人皆受国恩|时危我独苦|丹心佐两朝|浩气凌千古
迟暮 芳春 殷勤 美人	把酒对芳春|风花能几度|殷勤劝美人|窃恐春迟暮
磬 蓝 示 夜	色分蓝叶青|声比磬中鸣|七月初七夜|吾当示汝形
雪中 巡檐 玉笛 北枝	六出雪中宜|春藏向北枝|巡檐时一笑|玉笛且休吹
